a,b,c,d,e,f,g,h,i,j,k,l,target
5.32,2108.1,10,70329,10.72,0,1,0,38,10,-1,0,0
14.99,6932.1,6,70312.5,19.29,0,2,0,27,30,1,1,1
16.99,11300.4,9,70200,14.62,2,0,1,47,30,1,0,1
29.99,7763.4,3,70096,32.13,0,0,0,30,20,1,1,1
17.99,5205.3,8,70088,25.48,5,1,0,32,30,1,1,1
21.49,13274.5,10,70080,28.46,0,2,0,37,30,1,0,0
13.49,6285.7,10,70038,17.05,0,0,0,55,10,1,0,0
17.99,1012.2,10,70015,20.59,0,1,0,39,20,1,1,1
8.24,4717.1,1,70000,2.28,0,0,0,25,30,1,0,1
11.49,659.5,1,70000,4.76,0,0,1,43,20,-1,1,0
6.99,4630.9,1,70000,6.09,1,3,0,37,40,1,0,0
7.99,6266.4,1,70000,6.16,0,0,0,46,30,1,0,0
16.99,8912,1,70000,6.31,0,0,0,41,20,1,1,1
13.99,6834.6,1,70000,7.22,0,0,0,28,10,1,0,0
11.49,3956.6,1,70000,7.61,0,2,0,30,50,1,0,0
22.74,2804.2,1,70000,7.66,2,2,0,36,30,-1,1,1
14.99,5199.1,1,70000,7.8,0,0,0,42,30,1,1,1
19.99,5297.7,1,70000,7.8,0,1,0,44,10,-1,0,1
19.99,7431.7,1,70000,7.8,0,1,0,45,20,-1,1,0
11.49,1318.9,1,70000,8.64,0,2,2,33,20,1,1,0
13.49,3393.1,1,70000,8.91,0,0,0,32,20,1,1,1
11.44,2471.1,1,70000,9.15,0,1,0,32,10,-1,0,0
15.59,8738.8,1,70000,10.22,4,0,0,32,20,1,1,1
13.99,4466.6,1,70000,11.04,0,1,0,34,10,1,0,0
24.74,7007.8,1,70000,11.45,0,2,0,30,30,-1,0,1
10.49,3249.8,1,70000,11.94,0,0,0,52,30,-1,0,0
12.74,6713.8,1,70000,12.02,0,1,0,30,30,1,1,1
11.39,5267.8,1,70000,12.09,5,0,0,24,10,1,0,0
13.49,1153.7,1,70000,12.45,2,0,0,26,30,1,1,0
13.99,4885.3,1,70000,12.46,2,2,1,33,30,1,1,1
14.99,2079.7,1,70000,12.55,0,0,0,34,30,1,0,1
11.49,6594.3,1,70000,12.94,0,0,0,29,20,-1,1,1
14.99,3466.1,1,70000,13.06,0,1,0,48,30,1,1,1
10.49,5199.7,1,70000,13.14,1,2,0,39,10,1,0,1
13.99,3827.4,1,70000,13.85,1,0,1,46,20,-1,1,1
11.49,6594.3,1,70000,13.87,1,4,1,28,20,1,1,1
14.99,6654.9,1,70000,14.1,0,0,1,40,40,-1,0,0
14.99,2772.9,1,70000,14.52,0,2,0,46,20,1,1,1
12.74,2685.6,1,70000,14.59,0,2,1,36,30,1,1,0
28.18,8311.1,1,70000,15.07,0,2,0,38,20,1,1,1
14.49,5162.5,1,70000,15.19,0,0,0,30,20,1,1,1
11.39,7901.7,1,70000,15.48,0,0,0,45,30,1,1,1
28.69,5048.6,1,70000,15.67,3,1,0,30,30,1,0,0
14.99,4159.3,1,70000,16.15,1,3,1,26,30,1,1,1
14.99,6992.7,1,70000,16.34,1,1,1,33,30,1,0,0
15.99,8788.1,1,70000,16.41,0,2,0,43,10,-1,0,1
15.99,5835.1,1,70000,16.66,0,0,0,31,20,1,1,1
8.24,2830.3,1,70000,16.7,0,0,0,27,30,1,0,0
21.49,8800.2,1,70000,17.23,2,1,0,32,30,1,1,1
12.74,6042.4,1,70000,17.45,0,1,0,33,30,1,1,1
13.49,6786.1,1,70000,17.61,0,1,0,37,10,-1,0,0
8.24,2515.8,1,70000,17.64,0,4,0,34,20,1,0,0
10.49,4835.1,1,70000,17.93,0,0,0,43,30,-1,0,0
8.24,3773.7,1,70000,18.45,0,0,0,33,30,-1,1,1
14.99,3805.6,1,70000,18.69,0,1,0,37,20,1,1,1
14.99,5199.1,1,70000,18.7,0,4,0,42,40,1,0,0
12.74,3356.9,1,70000,19.08,0,1,1,33,30,1,1,1
14.99,5545.7,1,70000,19.51,1,0,0,34,30,1,0,1
13.49,1696.6,1,70000,19.56,0,0,0,35,20,1,1,1
29.99,7609.7,1,70000,19.63,0,2,0,34,30,1,0,0
13.49,5751.2,1,70000,20.56,0,1,0,25,10,-1,0,0
6.99,2006.8,1,70000,20.76,0,1,0,35,30,1,1,0
24.49,8541.7,1,70000,20.78,0,0,0,34,20,1,1,1
11.49,1714.6,1,70000,21,2,1,0,32,10,1,0,0
11.44,2635.8,1,70000,21.45,0,0,0,44,30,-1,0,0
7.24,1239.5,1,70000,22.84,3,0,1,34,30,1,0,0
12.74,3667.4,1,70000,23.05,3,0,0,44,30,1,0,0
10.49,3249.8,1,70000,23.11,0,0,0,37,30,1,0,1
17.99,8885.8,1,70000,23.23,0,1,0,32,30,1,0,0
8.24,3144.8,1,70000,23.59,0,0,0,40,20,1,1,0
25.49,3556.8,1,70000,23.87,0,0,0,42,30,1,1,1
29.99,6210.7,1,70000,24.46,1,1,0,39,20,1,1,1
22.74,5496.9,1,70000,26.16,0,0,0,38,20,1,1,1
17.99,6093.2,1,70000,26.61,2,1,0,28,20,1,1,1
25.49,3853.2,1,70000,26.62,2,0,0,28,30,1,1,1
12.74,6042.4,1,70000,27.29,1,1,1,31,30,1,0,1
17.99,2711.1,1,70000,28.5,4,0,0,30,30,1,1,0
15.59,1048.7,1,70000,29.38,0,0,1,47,20,-1,1,1
19.99,4450.1,1,70000,30.19,0,0,0,29,40,-1,1,0
13.99,1230.3,1,70000,30.4,0,0,1,32,30,1,0,1
7.99,1316,1,70000,30.74,0,1,0,51,20,1,0,0
15.99,4862.6,1,70000,30.77,0,1,0,47,30,1,1,1
17.99,2538.8,1,70000,33.1,1,1,0,38,30,1,1,1
12.74,2148.5,1,70000,33.31,0,0,0,50,30,1,1,0
12.74,5035.4,1,70000,34.39,0,0,0,40,30,1,1,0
7.24,1549.4,2,70000,3.22,0,1,1,50,10,1,0,0
7.49,2488.2,2,70000,5.14,0,0,0,36,10,1,1,0
14.99,10398.2,2,70000,8.16,0,2,0,38,30,-1,0,1
7.99,2919.2,2,70000,9.43,0,2,0,44,30,-1,1,1
16.99,9981.4,2,70000,10.61,0,0,0,24,20,1,1,1
10.49,3249.8,2,70000,10.63,3,0,0,48,30,1,0,0
12.74,3356.9,2,70000,10.69,0,2,0,52,5,1,1,0
13.99,3256.9,2,70000,11.14,0,0,0,27,20,1,1,1
30.79,9852.1,2,70000,12.7,0,5,0,30,20,1,1,1
13.99,7518.1,2,70000,13.51,1,0,0,40,30,1,1,1
11.49,1648.6,2,70000,14.52,0,0,0,43,30,1,0,0
13.99,6834.6,2,70000,14.69,0,0,0,48,30,1,0,0
5.32,3613.8,2,70000,15.48,0,1,0,49,10,1,0,0
6.99,4939.7,2,70000,15.69,0,0,1,31,30,1,0,0
7.99,5013.1,2,70000,15.96,0,0,0,29,20,1,1,0
10.49,1819.9,2,70000,16.12,0,0,1,24,30,1,0,1
17.99,5077.6,2,70000,16.22,0,1,0,57,30,-1,0,0
13.99,6834.6,2,70000,16.27,0,1,0,33,20,1,1,1
11.49,8242.9,2,70000,16.63,0,1,1,33,20,1,1,1
19.99,5297.7,2,70000,16.99,0,0,0,56,20,1,0,0
13.99,4784.2,2,70000,17.42,0,0,1,40,10,1,0,0
12.74,3021.2,2,70000,18.89,0,1,0,26,10,1,1,0
12.74,1342.8,2,70000,20.23,0,0,1,43,20,1,1,0
13.49,2035.9,2,70000,20.32,0,3,0,37,10,1,0,0
16.99,10694.4,2,70000,22.13,0,0,0,54,30,1,1,0
30.74,8202.4,2,70000,22.34,0,0,0,35,30,1,1,1
17.99,3808.2,2,70000,22.71,1,1,0,28,30,-1,1,1
12.74,6713.8,2,70000,23.25,0,0,0,28,30,1,0,0
17.99,1735.1,2,70000,24.82,0,1,0,29,10,1,1,1
14.99,3466.1,2,70000,24.84,0,0,1,41,20,-1,1,1
13.99,5331,2,70000,25.77,0,1,0,44,30,1,0,0
22.74,2804.2,2,70000,26.11,0,0,0,31,30,1,0,0
11.49,5143.6,2,70000,27.33,0,0,0,42,30,1,0,0
15.99,4921.3,2,70000,27.98,0,1,0,34,10,1,0,0
11.44,5271.6,2,70000,29.07,0,0,0,64,20,1,0,0
26.24,2607,2,70000,29.28,0,3,0,27,30,1,0,0
15.99,1406.1,2,70000,30.57,0,2,0,42,30,-1,0,1
29.49,3204.1,2,70000,30.69,0,0,0,47,20,-1,0,0
15.99,2531,2,70000,30.86,0,0,0,28,20,1,1,0
13.49,8482.7,2,70000,31.96,0,1,0,26,10,1,0,0
11.49,1582.7,2,70000,32.19,1,1,0,46,40,1,0,0
8.24,4717.1,2,70000,34.89,1,1,0,34,30,1,1,0
19.99,6357.2,3,70000,4.49,8,0,0,38,20,-1,0,0
16.99,7129.6,3,70000,7.41,0,0,1,45,10,1,0,0
13.49,3732.4,3,70000,8.9,0,1,0,39,30,-1,1,1
11.39,2115.4,3,70000,9.9,0,0,0,26,30,1,1,1
16.99,1069.5,3,70000,9.91,3,3,0,29,20,-1,0,0
7.24,2169.1,3,70000,12.05,0,0,0,41,20,1,1,1
11.44,3163,3,70000,12.94,0,0,1,44,30,1,1,1
14.99,2772.9,3,70000,13.61,1,0,0,28,40,1,1,0
18.99,1832.6,3,70000,14.32,0,0,0,41,20,-1,1,1
14.99,4159.3,3,70000,15.04,0,2,0,41,20,-1,1,1
22.74,11572.4,3,70000,15.14,3,1,0,33,10,1,0,1
15.99,6327.4,3,70000,15.49,0,1,0,43,30,1,1,0
12.74,3222.7,3,70000,15.79,0,0,0,32,30,1,0,0
11.49,4945.7,3,70000,16.17,0,1,0,44,20,1,1,0
11.49,3297.2,3,70000,16.72,0,0,1,28,10,1,0,0
15.99,2431.3,3,70000,16.94,0,0,1,32,5,-1,0,0
15.99,2232.2,3,70000,17.06,0,1,0,38,30,1,0,0
11.49,3956.6,3,70000,17.24,5,1,0,38,30,1,1,0
10.49,2599.9,3,70000,18.24,0,0,0,31,30,1,0,0
11.49,3956.6,3,70000,18.72,0,0,0,42,5,1,0,1
17.99,3808.2,3,70000,19.7,0,2,0,31,30,1,1,1
18.99,4398.2,3,70000,19.73,0,2,0,36,30,1,0,0
8.24,6289.5,3,70000,20.32,0,0,0,53,10,-1,0,0
12.74,3800.2,3,70000,20.57,0,0,0,41,10,1,0,0
17.99,5483.9,3,70000,20.57,1,1,1,32,40,-1,0,0
19.99,10646,3,70000,21.25,1,0,0,34,20,1,1,1
8.24,3144.8,3,70000,21.33,0,1,0,37,30,1,0,1
14.99,6932.1,3,70000,21.4,0,1,0,40,20,1,1,0
11.44,2471.1,3,70000,22.73,1,0,0,42,20,1,1,1
13.99,4442.5,3,70000,23.14,1,0,0,29,30,1,1,0
14.99,2079.7,3,70000,23.69,1,0,0,43,40,1,0,0
11.39,3292.4,3,70000,23.92,0,0,0,59,20,-1,0,0
18.99,5705.8,3,70000,24.1,0,0,1,37,30,-1,1,1
14.99,6838.1,3,70000,24.31,0,0,0,43,10,1,0,0
14.99,5545.7,3,70000,24.53,0,1,0,35,30,1,1,1
16.99,7129.6,3,70000,24.58,0,1,0,34,40,-1,0,0
22.74,4346.5,3,70000,24.89,0,0,0,28,10,1,1,0
21.49,8875,3,70000,25.27,0,0,0,26,20,1,1,1
11.44,3690.2,3,70000,25.44,0,1,0,25,20,1,1,1
10.99,6546.8,3,70000,25.52,0,0,0,32,20,1,1,1
13.99,2050.4,3,70000,26.02,0,0,0,44,30,1,0,1
25.49,4742.3,3,70000,27.7,0,0,0,30,30.72,1,1,0
19.99,2666.2,3,70000,32.04,0,1,1,38,20,1,1,0
7.99,3133.2,3,70000,32.34,0,1,0,32,30,1,0,1
22.74,9566.5,3,70000,32.83,0,0,0,45,30,1,1,1
22.74,3925.8,4,70000,2.88,0,2,0,28,10,1,0,0
18.99,5497.7,4,70000,5.96,1,0,0,49,30,1,1,0
13.99,3024.2,4,70000,6.19,0,1,0,26,30,1,0,0
18.99,4993.7,4,70000,7.1,2,0,0,39,60,1,1,1
11.39,2633.9,4,70000,7.71,0,0,0,46,5,1,0,0
11.39,1152.4,4,70000,8.68,0,0,1,30,30,1,1,0
11.44,4942.2,4,70000,8.77,2,0,0,50,20,1,1,1
22.74,5047.5,4,70000,9.75,0,1,0,27,30,-1,0,1
25.49,5601.9,4,70000,12.34,0,2,1,33,10,1,1,1
12.74,5102.5,4,70000,13.41,0,2,1,43,20,1,0,0
28.69,3786.5,4,70000,14.08,0,3,1,38,30,-1,0,1
8.24,4717.1,4,70000,14.37,0,0,0,41,10,-1,0,0
11.49,2637.8,4,70000,15.52,0,0,0,35,10,1,0,0
14.99,2772.9,4,70000,16.9,1,0,1,37,10,1,0,0
15.59,3615.2,4,70000,17.25,0,1,1,38,20,1,1,1
7.24,5732.6,4,70000,17.95,0,0,0,23,30,1,1,0
13.49,8143.4,4,70000,18.1,0,0,1,29,30,1,0,0
10.49,5199.7,4,70000,18.6,1,3,0,37,30,1,1,1
13.99,5126,4,70000,18.6,0,2,0,25,20,1,1,1
13.49,6441.4,4,70000,18.89,0,0,0,43,30,1,1,1
14.49,1376.7,4,70000,18.98,0,0,0,43,20,-1,1,1
7.24,3718.5,4,70000,19.25,0,1,0,28,30,1,1,0
7.49,3110.2,4,70000,20.2,1,0,0,29,10,1,0,0
17.99,6506.6,4,70000,22.73,1,0,1,48,30,1,0,1
13.49,10179.2,4,70000,22.75,2,0,0,38,20,1,1,1
11.49,5275.5,4,70000,23.57,1,1,0,32,20,1,1,0
10.49,3249.8,4,70000,23.83,1,0,0,36,20,1,0,0
21.49,11947.1,4,70000,25.17,1,0,0,53,20,-1,1,1
15.99,5835.1,4,70000,26.01,0,0,0,31,20,1,0,0
11.49,6594.3,4,70000,27.16,0,0,0,40,20,1,1,1
14.99,5946.2,4,70000,29.71,0,2,0,48,20,1,1,1
12.74,6713.8,4,70000,30.09,0,0,0,29,30,1,0,1
21.49,8199,4,70000,30.57,0,1,0,25,30,1,0,0
17.99,5077.6,4,70000,31.6,0,0,0,54,30,1,0,0
14.99,520,4,70000,31.66,0,0,1,48,30,1,0,0
11.49,3297.2,4,70000,33.41,2,1,1,29,30,-1,1,1
21.49,1517.1,5,70000,2.79,0,3,0,42,10,1,0,0
14.49,2478,5,70000,5.86,0,3,3,25,20,1,1,1
15.99,5624.4,5,70000,6.45,0,1,1,32,10,-1,0,0
16.99,10694.4,5,70000,8.78,0,0,0,33,30,1,0,0
13.99,1025.2,5,70000,9.26,0,0,0,27,30,1,0,1
15.99,1757.7,5,70000,9.89,1,0,0,39,20,-1,0,0
11.44,1812.2,5,70000,10.34,1,0,0,45,10,1,0,0
16.99,2094.4,5,70000,13.96,2,1,0,29,40,1,0,0
13.49,3565.8,5,70000,14.28,0,0,0,33,40,-1,0,1
11.49,3956.6,5,70000,14.62,0,1,0,36,30,1,0,1
27.79,9116.8,5,70000,14.64,0,0,0,30,20,1,1,1
11.39,3292.4,5,70000,15.26,0,0,0,39,30,-1,0,1
19.99,6357.2,5,70000,15.28,0,0,0,27,30,1,1,1
11.44,3294.8,5,70000,15.91,0,1,0,42,30,1,1,0
11.44,2635.8,5,70000,16.25,0,1,1,40,30,1,0,0
11.49,4616,5,70000,16.33,2,0,0,24,40,1,1,0
11.49,3692.8,5,70000,16.99,0,0,0,32,10,-1,1,0
8.24,6289.5,5,70000,17.62,0,0,1,29,30,1,1,1
14.99,6932.1,5,70000,18.1,0,1,0,37,20,1,1,1
15.99,3515.3,5,70000,18.21,4,1,0,43,30,1,1,0
19.99,6066.2,5,70000,18.21,0,2,0,27,30,1,0,1
16.99,3564.8,5,70000,19.2,0,1,2,50,20,-1,0,1
11.39,3160.7,5,70000,20.44,0,3,1,41,30,1,1,1
13.99,3417.3,5,70000,22.77,0,2,0,48,30,1,1,0
11.44,3514,5,70000,23.17,0,1,0,34,30,-1,1,0
13.99,4784.2,5,70000,23.73,0,2,0,31,30,1,0,0
11.44,5271,5,70000,24.19,0,1,0,34,20,1,1,1
29.49,4237.5,5,70000,26.04,1,3,0,55,10,1,1,1
17.99,5639,5,70000,31.78,0,0,0,26,20,1,1,1
18.99,2645.4,5,70000,32.59,0,2,0,48,20,-1,1,1
25.49,12005.9,5,70000,34.51,1,1,0,25,30,-1,0,0
21.49,3546.2,6,70000,3.41,0,1,0,50,10,1,0,0
7.24,3098.7,6,70000,5.83,0,0,0,40,30,1,0,0
11.39,823.1,6,70000,5.93,0,1,0,37,30,1,0,0
8.99,2543.7,6,70000,7.42,0,0,1,49,20,1,1,1
11.39,11062.4,6,70000,9.74,0,0,0,38,30,1,0,0
10.49,6499.6,6,70000,9.78,1,0,0,27,30,1,0,1
22.74,11572.4,6,70000,10.25,0,2,0,26,30,1,1,1
13.99,2050.4,6,70000,10.34,0,1,0,27,20,1,1,1
13.49,3393.1,6,70000,13.97,0,1,1,24,20,1,1,0
25.69,7439.4,6,70000,15.1,0,3,0,39,20,1,1,1
23.99,5884.2,6,70000,15.64,0,2,0,49,10,1,0,0
18.99,8796.3,6,70000,16.13,0,1,1,32,20,1,1,1
28.69,8125.1,6,70000,18.81,0,1,0,46,20,1,0,1
14.99,5199.1,6,70000,19.41,0,0,0,49,10,1,0,1
10.49,975,6,70000,19.51,0,0,2,29,30,1,1,0
13.49,2850.2,6,70000,19.51,0,0,1,50,30,1,0,0
15.99,2460.7,6,70000,20.21,0,1,2,53,30,1,1,1
21.49,5602.6,6,70000,20.58,0,0,0,36,30,1,0,0
12.74,11279.2,6,70000,20.61,1,0,0,32,30,1,0,1
13.49,3206.5,6,70000,21.67,0,1,1,44,10,1,0,1
12.74,3356.9,6,70000,26.23,0,0,0,39,20,1,1,1
29.99,9704.2,6,70000,30.07,1,1,0,29,20,1,1,1
23.99,12631.3,7,70000,9.77,1,1,0,33,20,-1,1,1
22.74,4367.5,7,70000,9.99,0,0,0,26,30,1,1,1
13.49,4648.5,7,70000,15.36,0,0,0,34,5,1,0,1
13.99,3489.5,7,70000,16.49,0,1,1,29,20,1,1,1
14.99,6659.8,7,70000,19.08,0,0,0,35,10,1,1,0
10.49,4679.7,7,70000,19.89,0,0,0,29,10,1,0,0
7.24,4958,7,70000,20.04,0,0,0,38,10,1,0,0
14.99,2378.5,7,70000,21.45,0,0,0,38,15,1,0,0
15.99,5431,7,70000,21.62,1,1,0,41,30,1,1,1
11.44,8236.9,7,70000,22.78,0,0,0,43,30,1,0,1
14.99,3805.6,7,70000,25.8,0,1,0,24,30,1,0,0
30.89,4820.2,7,70000,33.64,0,0,0,53,20,1,1,1
17.99,8675.4,8,70000,8.35,1,1,0,56,20,1,1,1
11.49,2472.9,8,70000,11.64,1,0,0,27,10,1,0,0
18.99,3112.3,8,70000,12.36,0,1,0,31,30,1,1,1
6.99,3704.8,8,70000,13.3,0,0,0,42,40,1,0,0
7.49,5598.3,8,70000,13.32,0,1,0,43,30,1,0,0
11.39,1975.5,8,70000,14.21,0,1,1,50,30,1,0,1
10.49,3223.4,8,70000,14.74,0,1,0,38,20,1,1,1
11.39,7111.6,8,70000,14.92,0,0,0,34,20,-1,1,0
7.99,3634.5,8,70000,16.41,0,0,0,41,10,1,0,0
18.99,7780.6,8,70000,16.63,0,0,0,30,30,1,0,0
8.99,3179.6,8,70000,17.56,0,0,1,47,20,-1,1,1
15.99,3890.1,8,70000,20.06,0,0,1,38,30,-1,1,1
17.99,10844.3,8,70000,21.88,0,0,0,28,30,1,0,1
26.99,10685.3,8,70000,22.08,5,1,1,35,20,1,1,1
13.99,4442.5,8,70000,22.49,1,0,0,27,10,1,1,1
12.79,8868.6,8,70000,23.98,0,0,0,37,20,1,1,1
13.99,3489.5,8,70000,27.46,0,0,1,31,30,1,1,1
14.99,6238.9,8,70000,30.55,0,1,1,43,42.86,1,0,1
11.39,6584.8,8,70000,30.84,0,0,0,26,30,-1,1,0
21.49,4099.5,9,70000,5.82,0,0,0,24,10,1,0,0
13.49,8482.7,9,70000,6.45,0,0,1,33,30,1,0,1
6.99,3087.3,9,70000,7.65,0,1,0,32,10,1,0,0
18.99,4772.1,9,70000,10.08,0,1,0,41,30,1,1,1
11.49,6924,9,70000,10.67,0,0,0,36,30,1,1,0
5.32,903.5,9,70000,12.67,1,0,0,44,5,1,0,0
7.24,2788.9,9,70000,14.5,0,0,0,36,30,1,0,0
11.49,1648.6,9,70000,14.74,1,0,0,40,10,1,1,1
14.49,1720.9,9,70000,16.54,1,1,1,34,20,1,1,1
7.99,1253.3,9,70000,16.97,2,1,0,30,10,-1,1,0
13.99,2733.9,9,70000,16.99,0,0,0,34,30,1,0,1
15.99,12303.3,9,70000,18.17,0,1,0,37,30,1,1,1
7.24,1549.4,9,70000,20.62,0,1,1,46,30,1,0,1
13.49,4411,9,70000,21.72,0,1,0,31,10,1,0,0
13.99,4049.5,9,70000,23.76,0,0,0,35,20,1,1,1
13.99,4652.7,9,70000,24.91,0,1,1,33,30,1,1,1
13.49,2205.5,9,70000,25.51,0,2,0,29,30,-1,0,0
14.99,2495.6,9,70000,28.29,2,3,2,44,10,1,1,0
15.99,3890.1,9,70000,29.08,0,0,0,28,30,1,1,1
30.49,9992.5,9,70000,30.33,0,0,0,27,10,1,0,1
21.49,5664.1,9,70000,32.56,0,0,0,29,40,1,1,0
17.99,10844.3,10,70000,2.16,0,2,0,43,30,1,0,0
8.24,2243.1,10,70000,2.61,0,0,0,31,30,1,0,0
13.99,1606.2,10,70000,2.64,7,0,0,35,30,1,1,1
7.99,1253.3,10,70000,3.79,0,0,0,48,10,1,0,0
7.24,3098.7,10,70000,3.91,1,0,0,27,20,-1,1,1
11.39,5926.3,10,70000,3.93,0,1,1,51,30,1,1,1
14.99,11160.7,10,70000,5.01,0,1,1,39,30,1,1,1
12.74,8392.3,10,70000,5.09,3,2,0,43,30,1,1,1
11.44,4942.2,10,70000,5.28,0,1,0,27,20,-1,1,0
11.49,4945.7,10,70000,5.88,0,0,0,33,10,1,0,0
12.74,2517.7,10,70000,5.91,1,2,1,44,10,1,0,0
7.99,3133.2,10,70000,6.26,0,0,0,28,10,-1,0,0
12.74,5035.4,10,70000,6.95,2,1,0,43,30,1,1,1
25.49,9336.4,10,70000,7.18,0,0,0,41,20,1,0,0
13.99,7176.3,10,70000,7.19,0,1,0,30,20,1,1,0
8.24,1886.9,10,70000,7.2,0,0,0,30,31.51,-1,0,0
10.49,3899.8,10,70000,7.71,0,1,0,30,30,-1,0,0
16.99,2326.1,10,70000,7.77,0,1,0,36,30,1,0,1
12.74,3021.2,10,70000,7.8,0,2,0,37,30,1,1,1
7.99,6266.4,10,70000,8.78,0,2,2,48,10,1,0,0
8.99,699.5,10,70000,9.18,1,0,0,44,20,-1,1,1
13.49,3393.1,10,70000,9.19,1,0,0,28,10,1,1,1
15.99,3890.1,10,70000,9.55,0,4,1,43,50,-1,0,0
7.99,6783.4,10,70000,9.6,1,0,0,29,10,-1,0,0
7.49,3110.2,10,70000,9.89,0,0,1,33,30,1,1,0
25.49,9188.2,10,70000,9.96,0,0,1,39,30,1,0,0
12.79,3170.5,10,70000,10.66,0,1,0,36,20,-1,1,1
11.49,1648.6,10,70000,10.87,0,1,1,33,30,1,0,0
15.59,2132.3,10,70000,11.13,0,1,1,30,20,1,1,1
16.99,3030.1,10,70000,11.14,2,2,2,33,20,-1,1,1
11.39,1975.5,10,70000,11.31,0,0,0,39,50,1,1,0
11.44,1976.9,10,70000,11.35,1,0,0,45,30,-1,0,0
11.49,6594.3,10,70000,11.37,0,0,1,29,20,1,0,0
15.99,8788.1,10,70000,11.45,0,3,0,27,30,1,0,0
11.44,2471.1,10,70000,11.58,0,1,0,46,10,1,1,0
13.99,1708.7,10,70000,11.86,0,0,0,29,30,1,1,1
12.74,4524.1,10,70000,11.97,0,0,0,43,30,1,0,0
17.99,7229.5,10,70000,12.09,0,1,0,24,20,1,1,1
7.99,4699.8,10,70000,12.5,0,1,0,49,40,1,1,0
13.49,2760.6,10,70000,12.58,1,0,0,41,30,1,1,1
7.49,777.6,10,70000,12.84,1,0,0,38,30,1,0,0
7.24,1859.3,10,70000,12.96,0,0,0,41,10,1,0,1
13.49,3393.1,10,70000,13.14,2,1,0,43,20,-1,0,0
16.99,6657.3,10,70000,13.2,1,0,0,32,30,1,0,0
11.44,4612.7,10,70000,13.34,0,2,0,36,40,1,0,0
13.99,4100.8,10,70000,13.59,0,2,4,35,10,-1,0,0
7.49,746.5,10,70000,14.21,0,0,0,37,20,1,0,0
11.44,1317.9,10,70000,14.25,0,0,1,30,30,1,0,0
29.99,4528.7,10,70000,14.5,0,1,0,33,20,1,1,0
11.39,3160.7,10,70000,14.69,0,1,0,40,30,1,1,1
10.99,2173.8,10,70000,14.74,0,1,0,40,20,1,1,1
26.24,1960.4,10,70000,14.74,1,2,0,33,10,-1,0,0
12.74,5035.4,10,70000,14.76,0,0,0,28,20,1,1,0
8.24,2830.3,10,70000,14.9,0,1,0,36,30,-1,1,0
11.49,6594.3,10,70000,15.02,0,2,1,23,20,1,1,0
15.99,3890.1,10,70000,15.05,0,1,2,59,15,1,0,0
11.49,4616,10,70000,15.06,0,1,0,32,30,1,1,1
14.49,3763.7,10,70000,15.4,1,0,0,39,20,1,1,1
18.99,1887.6,10,70000,15.4,0,5,4,33,30,1,1,1
8.24,1257.9,10,70000,15.44,2,0,1,32,10,1,0,0
15.99,10545.7,10,70000,15.58,2,2,0,48,30,1,0,1
11.44,1647.4,10,70000,15.6,0,0,0,25,10,1,0,0
17.99,5422.2,10,70000,16.02,0,1,1,25,30,1,1,1
12.74,9399.3,10,70000,16.18,0,0,0,45,10,1,0,1
15.99,3866.8,10,70000,16.22,1,1,0,51,30,1,1,1
21.49,7652.4,10,70000,16.22,0,0,0,31,30,1,1,1
11.44,2635.8,10,70000,16.24,1,1,0,36,10,1,0,0
11.44,1317.9,10,70000,16.3,0,0,0,30,10,1,0,0
18.99,5864.2,10,70000,16.3,0,3,1,39,30,1,1,0
10.49,650,10,70000,16.61,0,0,0,27,10,-1,0,0
15.99,6749.3,10,70000,16.82,0,1,0,37,30,1,0,1
12.74,1678.5,10,70000,16.92,0,0,0,30,30,1,0,0
13.49,1357.3,10,70000,16.96,0,0,0,31,30,1,1,0
13.99,2665.5,10,70000,17.15,0,0,0,41,30,1,0,0
13.49,3220.7,10,70000,17.21,0,0,0,34,30,1,0,0
17.99,6347,10,70000,17.21,0,1,0,40,30,1,1,1
13.99,3417.3,10,70000,17.32,0,1,0,24,20,1,1,1
11.49,3231.2,10,70000,17.45,0,4,0,22,20,-1,1,1
10.49,2599.9,10,70000,17.49,0,0,0,25,20,1,1,1
17.99,6823.1,10,70000,17.64,0,1,0,47,20,1,1,1
14.99,4159.3,10,70000,18.07,1,1,0,50,20,1,1,1
15.59,6991,10,70000,18.09,0,1,0,33,20,1,1,1
5.32,3312.7,10,70000,18.1,0,0,1,35,30,1,0,0
18.99,4149.7,10,70000,18.31,0,3,0,27,30,1,1,1
7.49,1244.1,10,70000,18.33,0,0,0,37,10,1,0,1
13.49,3128.7,10,70000,18.81,1,0,0,43,15,1,0,0
26.24,4041.9,10,70000,18.88,1,2,0,30,30,1,0,0
15.99,3647,10,70000,19.17,0,0,1,31,30,1,1,1
15.99,2952.8,10,70000,19.49,0,0,0,47,20,1,1,1
26.24,3008.3,10,70000,20.3,0,2,0,37,20,1,1,0
16.99,6291.9,10,70000,20.44,0,0,0,46,20,1,1,1
11.49,2967.5,10,70000,20.49,0,0,0,48,15,1,1,0
11.44,2767.6,10,70000,20.69,0,0,1,39,20,1,1,0
5.32,6023,10,70000,20.71,0,0,0,23,30,1,0,0
12.74,5371.1,10,70000,20.74,0,0,0,29,20,1,1,1
16.99,2851.9,10,70000,20.77,0,0,0,59,40,1,0,0
6.99,1852.4,10,70000,20.8,3,0,1,26,20,-1,0,0
